0,0,0
1,0,0
2,0,0
3,0,0
4,627.851230420528,-12780.2053941334
5,0,0
6,0,0
7,0,0
8,1.09544320401915,-11.1222215003548
9,0,-0
10,0,-0
11,0,-0
12,3.44771322282452,-23.2425945991916
13,0,-0
14,0,-0
15,0,-0
16,-1.19452534480548,6.00528444028584
17,0,0
18,0,0
19,0,0
20,5.88484538853071,-23.4936197239014
21,0,0
22,0,0
23,0,0
24,4.27001334028353,-14.0763475291884
25,0,-0
26,0,-0
27,0,-0
28,4318.11124152435,-12068.3124508469
29,0,-0
30,0,-0
31,0,-0
32,0,0
33,0,0
34,0,0
35,0,0
36,0.556877942442043,-1.17741948413004
37,0,0
38,0,0
39,0,0
40,0.915581082681942,-1.71293172602167
41,0,-0
42,0,-0
43,0,-0
44,2.2240044451234,-3.71052724945831
45,0,-0
46,0,-0
47,0,-0
48,-8.21247947454939,12.2908441073827
49,0,0
50,0,0
51,0,0
52,1.31133978601703,-1.7681370189892
53,0,0
54,0,0
55,0,0
56,17.509379149256,-21.3352402242251
57,0,-0
58,0,-0
59,0,-0
60,-20.7573534559387,22.9022102848324
61,0,-0
62,0,-0
63,0,-0
64,0,0
65,0,0
66,0,0
67,0,0
68,-1.71119458521374,1.55093636794936
69,0,0
70,0,0
71,0,0
72,3.47915006652742,-2.85526466970916
73,0,-0
74,0,-0
75,0,-0
76,-13.17192512798,9.76896546662094
77,0,-0
78,0,-0
79,0,-0
80,-12.2908441073827,8.21247947454939
81,0,0
82,0,0
83,0,0
84,1.35536472236394,-0.812374351311243
85,0,0
86,0,0
87,0,0
88,-21.370613688137,11.4228309984116
89,0,-0
90,0,-0
91,0,-0
92,-12.2372228931555,5.78777538319332
93,0,-0
94,0,-0
95,0,-0
96,0,0
97,0,0
98,0,0
99,0,0
100,-15.7815513457764,5.64672936273678
101,0,0
102,0,0
103,0,0
104,12249.7636109998,-3715.9251663707
105,0,-0
106,0,-0
107,0,-0
108,-6.75191677802468,1.6912671091918
109,0,-0
110,0,-0
111,0,-0
112,-6.00528444028584,1.19452534480548
113,0,0
114,0,0
115,0,0
116,2.07878205337661,-0.308358188764276
117,0,0
118,0,0
119,0,0
120,7.37628350312318,-0.726500513782801
121,0,-0
122,0,-0
123,0,-0
124,-5.4542240594638,0.267948845977884
125,0,-0
126,0,-0
127,0,-0
128,0,-0
129,0,0
130,0,0
131,0,0
132,-2.37862474084892,-0.116854340301103
133,0,0
134,0,0
135,0,0
136,-2.53582155042281,-0.249756623164521
137,0,-0
138,0,-0
139,0,-0
140,-5.46499407039196,-0.810655292322788
141,0,-0
142,0,-0
143,0,-0
144,6.00528444028584,1.19452534480548
145,0,0
146,0,0
147,0,0
148,-2.18235765671789,-0.546652135481659
149,0,0
150,0,0
151,0,0
152,0.18952442290265,0.057491605150517
153,0,-0
154,0,-0
155,0,-0
156,-9.32071900174344,-3.33500658558819
157,0,-0
158,0,-0
159,0,-0
160,0,-0
161,0,0
162,0,0
163,0,0
164,-16.0842595615164,-7.60728821889029
165,0,0
166,0,0
167,0,0
168,18.3115836876404,9.78774539793899
169,0,-0
170,0,-0
171,0,-0
172,16.1282083669136,9.66687607674395
173,0,-0
174,0,-0
175,0,-0
176,12.2908441073827,8.21247947454939
177,0,0
178,0,0
179,0,0
180,-21.0814141118939,-15.6350422922734
181,0,0
182,0,0
183,0,0
184,-2.60301203026136,-2.13623676550744
185,0,-0
186,0,-0
187,0,-0
188,-0.993598476495354,-0.900545166313469
189,0,-0
190,0,-0
191,0,-0
192,0,-0
193,0,0
194,0,0
195,0,0
196,15.9012330082177,17.5443070290896
197,0,0
198,0,0
199,0,0
200,8.24956105809509,10.0521192338423
201,0,-0
202,0,-0
203,0,-0
204,-1.13962262277733,-1.5366032270939
205,0,-0
206,0,-0
207,0,-0
208,8.21247947454939,12.2908441073827
209,0,0
210,0,0
211,0,0
212,6.23021789081871,10.3944905796543
213,0,0
214,0,0
215,0,0
216,2.04257349492226,3.82138623040784
217,0,-0
218,0,-0
219,0,-0
220,-2.37251954802582,-5.01627112411461
221,0,-0
222,0,-0
223,0,-0
224,0,-0
225,0,0
226,0,0
227,0,0
228,-0.928375537732109,-2.59463581052023
229,0,0
230,0,0
231,0,0
232,-0.719683888337727,-2.37247982994029
233,0,-0
234,0,-0
235,0,-0
236,-0.584828825754427,-2.33476754760978
237,0,-0
238,0,-0
239,0,-0
240,1.19452534480548,6.00528444028584
241,0,0
242,0,0
243,0,0
244,-0.044452463136754,-0.299674164540387
245,0,0
246,0,0
247,0,0
248,2.02642714789248,20.5746601106282
249,0,-0
250,0,-0
251,0,-0
252,1.36009609108618,27.6853919489749
253,0,-0
254,0,-0
255,0,-0
256,0,0
257,0,0
258,0,0
259,0,0
260,1.36009609108618,-27.6853919489749
261,0,0
262,0,0
263,0,0
264,2.02642714789248,-20.5746601106282
265,0,-0
266,0,-0
267,0,-0
268,-0.044452463136754,0.299674164540387
269,0,-0
270,0,-0
271,0,-0
272,1.19452534480548,-6.00528444028584
273,0,0
274,0,0
275,0,0
276,-0.584828825754427,2.33476754760978
277,0,0
278,0,0
279,0,0
280,-0.719683888337727,2.37247982994029
281,0,-0
282,0,-0
283,0,-0
284,-0.928375537732109,2.59463581052023
285,0,-0
286,0,-0
287,0,-0
288,0,0
289,0,0
290,0,0
291,0,0
292,-2.37251954802582,5.01627112411461
293,0,0
294,0,0
295,0,0
296,2.04257349492226,-3.82138623040784
297,0,-0
298,0,-0
299,0,-0
300,6.23021789081871,-10.3944905796543
301,0,-0
302,0,-0
303,0,-0
304,8.21247947454939,-12.2908441073827
305,0,0
306,0,0
307,0,0
308,-1.13962262277733,1.5366032270939
309,0,0
310,0,0
311,0,0
312,8.24956105809509,-10.0521192338423
313,0,-0
314,0,-0
315,0,-0
316,15.9012330082177,-17.5443070290896
317,0,-0
318,0,-0
319,0,-0
320,0,0
321,0,0
322,0,0
323,0,0
324,-0.993598476495354,0.900545166313469
325,0,0
326,0,0
327,0,0
328,-2.60301203026136,2.13623676550744
329,0,-0
330,0,-0
331,0,-0
332,-21.0814141118939,15.6350422922734
333,0,-0
334,0,-0
335,0,-0
336,12.2908441073827,-8.21247947454939
337,0,0
338,0,0
339,0,0
340,16.1282083669136,-9.66687607674395
341,0,0
342,0,0
343,0,0
344,18.3115836876404,-9.78774539793899
345,0,-0
346,0,-0
347,0,-0
348,-16.0842595615164,7.60728821889029
349,0,-0
350,0,-0
351,0,-0
352,0,0
353,0,0
354,0,0
355,0,0
356,-9.32071900174344,3.33500658558819
357,0,0
358,0,0
359,0,0
360,0.18952442290265,-0.057491605150517
361,0,-0
362,0,-0
363,0,-0
364,-2.18235765671789,0.546652135481659
365,0,-0
366,0,-0
367,0,-0
368,6.00528444028584,-1.19452534480548
369,0,0
370,0,0
371,0,0
